classifier_name,dataset_name,accuracy
cnn_100_all,Haptics,0.344155844155844
Resnet_100_none,Haptics,0.519480519480519
Resnet_100_all,Haptics,0.363636363636364
Encoder_100_none,Haptics,0.399350649350649
Encoder_100_all,Haptics,0.467532467532467
Inception_100_none,Haptics,0.441558441558442
Inception_100_all,Haptics,0.314935064935065
Cnn_1000_none,Haptics,0.487012987012987
Cnn_1000_all,Haptics,0.428571428571429
Resnet_1000_none,Haptics,0.548701298701299
Resnet_1000_all,Haptics,0.409090909090909
Encoder_1000_none,Haptics,0.402597402597403
Encoder_1000_all,Haptics,0.457792207792208
Inception_1000_none,Haptics,0.538961038961039
Inception_1000_all,Haptics,0.412337662337662
Cnn_100_none,Herring,0.40625
cnn_100_all,Herring,0.640625
Resnet_100_none,Herring,0.640625
Resnet_100_all,Herring,0.6875
Encoder_100_none,Herring,0.546875
Encoder_100_all,Herring,0.53125
Inception_100_none,Herring,0.546875
Inception_100_all,Herring,0.625
Cnn_1000_none,Herring,0.625
Cnn_1000_all,Herring,0.65625
Resnet_1000_none,Herring,0.671875
Resnet_1000_all,Herring,0.671875
Encoder_1000_none,Herring,0.53125
Encoder_1000_all,Herring,0.515625
Inception_1000_none,Herring,0.734375
Inception_1000_all,Herring,0.703125
Cnn_100_none,InlineSkate,0.167272727272727
cnn_100_all,InlineSkate,0.270909090909091
Resnet_100_none,InlineSkate,0.323636363636364
Resnet_100_all,InlineSkate,0.298181818181818
Encoder_100_none,InlineSkate,0.258181818181818
Encoder_100_all,InlineSkate,0.218181818181818
Inception_100_none,InlineSkate,0.174545454545455
Inception_100_all,InlineSkate,0.236363636363636
Cnn_1000_none,InlineSkate,0.34
Cnn_1000_all,InlineSkate,0.316363636363636
Resnet_1000_none,InlineSkate,0.372727272727273
Resnet_1000_all,InlineSkate,0.334545454545455
Encoder_1000_none,InlineSkate,0.265454545454545
Encoder_1000_all,InlineSkate,0.241818181818182
Inception_1000_none,InlineSkate,0.474545454545455
Inception_1000_all,InlineSkate,0.316363636363636
Cnn_100_none,InsectWingbeatSound,0.369191919191919
cnn_100_all,InsectWingbeatSound,0.284848484848485
Resnet_100_none,InsectWingbeatSound,0.479292929292929
Resnet_100_all,InsectWingbeatSound,0.342929292929293
Encoder_100_none,InsectWingbeatSound,0.628787878787879
Encoder_100_all,InsectWingbeatSound,0.622222222222222
Inception_100_none,InsectWingbeatSound,0.597474747474748
Inception_100_all,InsectWingbeatSound,0.492929292929293
Cnn_1000_none,InsectWingbeatSound,0.390909090909091
Cnn_1000_all,InsectWingbeatSound,0.351515151515151
Resnet_1000_none,InsectWingbeatSound,0.473737373737374
Resnet_1000_all,InsectWingbeatSound,0.423232323232323
Encoder_1000_none,InsectWingbeatSound,0.643434343434343
Encoder_1000_all,InsectWingbeatSound,0.617676767676768
Inception_1000_none,InsectWingbeatSound,0.623737373737374
Inception_1000_all,InsectWingbeatSound,0.586868686868687
Cnn_100_none,ItalyPowerDemand,0.963070942662779
cnn_100_all,ItalyPowerDemand,0.895043731778426
Resnet_100_none,ItalyPowerDemand,0.962099125364431
Resnet_100_all,ItalyPowerDemand,0.93488824101069
Encoder_100_none,ItalyPowerDemand,0.955296404275996
Encoder_100_all,ItalyPowerDemand,0.965986394557823
Inception_100_none,ItalyPowerDemand,0.966958211856171
Inception_100_all,ItalyPowerDemand,0.750242954324587
Cnn_1000_none,ItalyPowerDemand,0.960155490767736
Cnn_1000_all,ItalyPowerDemand,0.945578231292517
Resnet_1000_none,ItalyPowerDemand,0.955296404275996
Resnet_1000_all,ItalyPowerDemand,0.95821185617104
Encoder_1000_none,ItalyPowerDemand,0.961127308066084
Encoder_1000_all,ItalyPowerDemand,0.966958211856171
Inception_1000_none,ItalyPowerDemand,0.959183673469388
Inception_1000_all,ItalyPowerDemand,0.945578231292517
Cnn_100_none,LargeKitchenAppliances,0.890666666666667
cnn_100_all,LargeKitchenAppliances,0.733333333333333
Resnet_100_none,LargeKitchenAppliances,0.893333333333333
Resnet_100_all,LargeKitchenAppliances,0.770666666666667
Encoder_100_none,LargeKitchenAppliances,0.562666666666667
Encoder_100_all,LargeKitchenAppliances,0.450666666666667
Inception_100_none,LargeKitchenAppliances,0.885333333333333
Inception_100_all,LargeKitchenAppliances,0.752
Cnn_1000_none,LargeKitchenAppliances,0.893333333333333
Cnn_1000_all,LargeKitchenAppliances,0.776
Resnet_1000_none,LargeKitchenAppliances,0.909333333333333
Resnet_1000_all,LargeKitchenAppliances,0.837333333333333
Encoder_1000_none,LargeKitchenAppliances,0.621333333333333
Encoder_1000_all,LargeKitchenAppliances,0.453333333333333
Inception_1000_none,LargeKitchenAppliances,0.896
Inception_1000_all,LargeKitchenAppliances,0.837333333333333
Cnn_100_none,Lightning2,0.655737704918033
cnn_100_all,Lightning2,0.721311475409836
Resnet_100_none,Lightning2,0.786885245901639
Resnet_100_all,Lightning2,0.836065573770492
Encoder_100_none,Lightning2,0.672131147540984
Encoder_100_all,Lightning2,0.573770491803279
Inception_100_none,Lightning2,0.852459016393443
Inception_100_all,Lightning2,0.786885245901639
Cnn_1000_none,Lightning2,0.737704918032787
Cnn_1000_all,Lightning2,0.770491803278688
Resnet_1000_none,Lightning2,0.80327868852459
Resnet_1000_all,Lightning2,0.819672131147541
Encoder_1000_none,Lightning2,0.721311475409836
Encoder_1000_all,Lightning2,0.622950819672131
Inception_1000_none,Lightning2,0.836065573770492
Inception_1000_all,Lightning2,0.836065573770492
Cnn_100_none,Lightning7,0.780821917808219
cnn_100_all,Lightning7,0.575342465753425
Resnet_100_none,Lightning7,0.821917808219178
Resnet_100_all,Lightning7,0.657534246575342
Encoder_100_none,Lightning7,0.616438356164384
Encoder_100_all,Lightning7,0.616438356164384
Inception_100_none,Lightning7,0.643835616438356
Inception_100_all,Lightning7,0.63013698630137
Cnn_1000_none,Lightning7,0.863013698630137
Cnn_1000_all,Lightning7,0.616438356164384
Resnet_1000_none,Lightning7,0.821917808219178
Resnet_1000_all,Lightning7,0.780821917808219
Encoder_1000_none,Lightning7,0.616438356164384
Encoder_1000_all,Lightning7,0.575342465753425
Inception_1000_none,Lightning7,0.808219178082192
Inception_1000_all,Lightning7,0.712328767123288
Cnn_100_none,Mallat,0.833262260127932
cnn_100_all,Mallat,0.55138592750533
Resnet_100_none,Mallat,0.954797441364605
Resnet_100_all,Mallat,0.711300639658849
Encoder_100_none,Mallat,0.899786780383795
Encoder_100_all,Mallat,0.840938166311301
Inception_100_none,Mallat,0.333049040511727
Inception_100_all,Mallat,0.413219616204691
Cnn_1000_none,Mallat,0.968017057569296
Cnn_1000_all,Mallat,0.886567164179104
Resnet_1000_none,Mallat,0.96545842217484
Resnet_1000_all,Mallat,0.913859275053305
Encoder_1000_none,Mallat,0.934754797441365
Encoder_1000_all,Mallat,0.869509594882729
Inception_1000_none,Mallat,0.946268656716418
Inception_1000_all,Mallat,0.914712153518124
Cnn_100_none,Meat,0.333333333333333
cnn_100_all,Meat,0.333333333333333
Resnet_100_none,Meat,0.916666666666667
Resnet_100_all,Meat,0.8
Encoder_100_none,Meat,0.883333333333333
Encoder_100_all,Meat,0.833333333333333
Inception_100_none,Meat,0.333333333333333
Inception_100_all,Meat,0.366666666666667
Cnn_1000_none,Meat,0.95
Cnn_1000_all,Meat,0.4
Resnet_1000_none,Meat,0.966666666666667
Resnet_1000_all,Meat,0.866666666666667
Encoder_1000_none,Meat,0.883333333333333
Encoder_1000_all,Meat,0.85
Inception_1000_none,Meat,0.966666666666667
Inception_1000_all,Meat,0.716666666666667
Cnn_100_none,MedicalImages,0.755263157894737
cnn_100_all,MedicalImages,0.623684210526316
Resnet_100_none,MedicalImages,0.738157894736842
Resnet_100_all,MedicalImages,0.626315789473684
Encoder_100_none,MedicalImages,0.730263157894737
Encoder_100_all,MedicalImages,0.675
Inception_100_none,MedicalImages,0.728947368421053
Inception_100_all,MedicalImages,0.564473684210526
Cnn_1000_none,MedicalImages,0.777631578947368
Cnn_1000_all,MedicalImages,0.66578947368421
Resnet_1000_none,MedicalImages,0.752631578947368
Resnet_1000_all,MedicalImages,0.717105263157895
Encoder_1000_none,MedicalImages,0.738157894736842
Encoder_1000_all,MedicalImages,0.710526315789474
Inception_1000_none,MedicalImages,0.746052631578947
Inception_1000_all,MedicalImages,0.678947368421053
Cnn_100_none,MiddlePhalanxOutlineAgeGroup,0.603896103896104
cnn_100_all,MiddlePhalanxOutlineAgeGroup,0.766233766233766
Resnet_100_none,MiddlePhalanxOutlineAgeGroup,0.636363636363636
Resnet_100_all,MiddlePhalanxOutlineAgeGroup,0.75974025974026
Encoder_100_none,MiddlePhalanxOutlineAgeGroup,0.597402597402597
Encoder_100_all,MiddlePhalanxOutlineAgeGroup,0.5
Inception_100_none,MiddlePhalanxOutlineAgeGroup,0.584415584415584
Inception_100_all,MiddlePhalanxOutlineAgeGroup,0.753246753246753
Cnn_1000_none,MiddlePhalanxOutlineAgeGroup,0.590909090909091
Cnn_1000_all,MiddlePhalanxOutlineAgeGroup,0.75974025974026
Resnet_1000_none,MiddlePhalanxOutlineAgeGroup,0.558441558441558
Resnet_1000_all,MiddlePhalanxOutlineAgeGroup,0.766233766233766
Encoder_1000_none,MiddlePhalanxOutlineAgeGroup,0.584415584415584
Encoder_1000_all,MiddlePhalanxOutlineAgeGroup,0.584415584415584
Inception_1000_none,MiddlePhalanxOutlineAgeGroup,0.577922077922078
Inception_1000_all,MiddlePhalanxOutlineAgeGroup,0.746753246753247
Cnn_100_none,MiddlePhalanxOutlineCorrect,0.828178694158076
cnn_100_all,MiddlePhalanxOutlineCorrect,0.670103092783505
Resnet_100_none,MiddlePhalanxOutlineCorrect,0.81786941580756
Resnet_100_all,MiddlePhalanxOutlineCorrect,0.618556701030928
Encoder_100_none,MiddlePhalanxOutlineCorrect,0.797250859106529
Encoder_100_all,MiddlePhalanxOutlineCorrect,0.74914089347079
Inception_100_none,MiddlePhalanxOutlineCorrect,0.776632302405498
Inception_100_all,MiddlePhalanxOutlineCorrect,0.587628865979381
Cnn_1000_none,MiddlePhalanxOutlineCorrect,0.776632302405498
Cnn_1000_all,MiddlePhalanxOutlineCorrect,0.776632302405498
Resnet_1000_none,MiddlePhalanxOutlineCorrect,0.821305841924399
Resnet_1000_all,MiddlePhalanxOutlineCorrect,0.752577319587629
Encoder_1000_none,MiddlePhalanxOutlineCorrect,0.797250859106529
Encoder_1000_all,MiddlePhalanxOutlineCorrect,0.776632302405498
Inception_1000_none,MiddlePhalanxOutlineCorrect,0.804123711340206
Inception_1000_all,MiddlePhalanxOutlineCorrect,0.776632302405498
Cnn_100_none,MiddlePhalanxTW,0.448051948051948
cnn_100_all,MiddlePhalanxTW,0.597402597402597
Resnet_100_none,MiddlePhalanxTW,0.512987012987013
Resnet_100_all,MiddlePhalanxTW,0.571428571428571
Encoder_100_none,MiddlePhalanxTW,0.551948051948052
Encoder_100_all,MiddlePhalanxTW,0.512987012987013
Inception_100_none,MiddlePhalanxTW,0.519480519480519
Inception_100_all,MiddlePhalanxTW,0.636363636363636
Cnn_1000_none,MiddlePhalanxTW,0.538961038961039
Cnn_1000_all,MiddlePhalanxTW,0.551948051948052
Resnet_1000_none,MiddlePhalanxTW,0.506493506493506
Resnet_1000_all,MiddlePhalanxTW,0.564935064935065
Encoder_1000_none,MiddlePhalanxTW,0.493506493506493
Encoder_1000_all,MiddlePhalanxTW,0.590909090909091
Inception_1000_none,MiddlePhalanxTW,0.5
Inception_1000_all,MiddlePhalanxTW,0.603896103896104
Cnn_100_none,MoteStrain,0.920926517571885
cnn_100_all,MoteStrain,0.68370607028754
Resnet_100_none,MoteStrain,0.880191693290735
Resnet_100_all,MoteStrain,0.734025559105431
Encoder_100_none,MoteStrain,0.80591054313099
Encoder_100_all,MoteStrain,0.81629392971246
Inception_100_none,MoteStrain,0.895367412140575
Inception_100_all,MoteStrain,0.793929712460064
Cnn_1000_none,MoteStrain,0.928913738019169
Cnn_1000_all,MoteStrain,0.741214057507987
Resnet_1000_none,MoteStrain,0.929712460063898
Resnet_1000_all,MoteStrain,0.813897763578275
Encoder_1000_none,MoteStrain,0.809105431309904
Encoder_1000_all,MoteStrain,0.811501597444089
Inception_1000_none,MoteStrain,0.879392971246006
Inception_1000_all,MoteStrain,0.860223642172524
Cnn_100_none,NonInvasiveFetalECGThorax1,0.051908396946565
cnn_100_all,NonInvasiveFetalECGThorax1,0.898727735368957
Resnet_100_none,NonInvasiveFetalECGThorax1,0.942493638676845
Resnet_100_all,NonInvasiveFetalECGThorax1,0.901272264631043
Encoder_100_none,NonInvasiveFetalECGThorax1,0.85852417302799
Encoder_100_all,NonInvasiveFetalECGThorax1,0.878371501272265
Inception_100_none,NonInvasiveFetalECGThorax1,0.951145038167939
Inception_100_all,NonInvasiveFetalECGThorax1,0.910432569974555
Cnn_1000_none,NonInvasiveFetalECGThorax1,0.957251908396946
Cnn_1000_all,NonInvasiveFetalECGThorax1,0.924173027989822
Resnet_1000_none,NonInvasiveFetalECGThorax1,0.946055979643766
Resnet_1000_all,NonInvasiveFetalECGThorax1,0.911959287531807
Encoder_1000_none,NonInvasiveFetalECGThorax1,0.877862595419847
Encoder_1000_all,NonInvasiveFetalECGThorax1,0.928753180661577
Inception_1000_none,NonInvasiveFetalECGThorax1,0.953180661577608
Inception_1000_all,NonInvasiveFetalECGThorax1,0.929770992366412
Cnn_100_none,NonInvasiveFetalECGThorax2,0.870229007633588
cnn_100_all,NonInvasiveFetalECGThorax2,0.921119592875318
Resnet_100_none,NonInvasiveFetalECGThorax2,0.946564885496183
Resnet_100_all,NonInvasiveFetalECGThorax2,0.923664122137405
Encoder_100_none,NonInvasiveFetalECGThorax2,0.917557251908397
Encoder_100_all,NonInvasiveFetalECGThorax2,0.920101781170484
Inception_100_none,NonInvasiveFetalECGThorax2,0.931806615776081
Inception_100_all,NonInvasiveFetalECGThorax2,0.935368956743003
Cnn_1000_none,NonInvasiveFetalECGThorax2,0.95470737913486
Cnn_1000_all,NonInvasiveFetalECGThorax2,0.932315521628499
Resnet_1000_none,NonInvasiveFetalECGThorax2,0.950127226463104
Resnet_1000_all,NonInvasiveFetalECGThorax2,0.932824427480916
Encoder_1000_none,NonInvasiveFetalECGThorax2,0.912468193384224
Encoder_1000_all,NonInvasiveFetalECGThorax2,0.934351145038168
Inception_1000_none,NonInvasiveFetalECGThorax2,0.958269720101781
Inception_1000_all,NonInvasiveFetalECGThorax2,0.948600508905852
Cnn_100_none,OSULeaf,0.5
cnn_100_all,OSULeaf,0.56198347107438
Resnet_100_none,OSULeaf,0.946280991735537
Resnet_100_all,OSULeaf,0.648760330578512
Encoder_100_none,OSULeaf,0.520661157024793
Encoder_100_all,OSULeaf,0.5
Inception_100_none,OSULeaf,0.68595041322314
Inception_100_all,OSULeaf,0.578512396694215
Cnn_1000_none,OSULeaf,0.979338842975207
Cnn_1000_all,OSULeaf,0.826446280991735
Resnet_1000_none,OSULeaf,0.983471074380165
Resnet_1000_all,OSULeaf,0.735537190082645
Encoder_1000_none,OSULeaf,0.533057851239669
Encoder_1000_all,OSULeaf,0.508264462809917
Inception_1000_none,OSULeaf,0.933884297520661
Inception_1000_all,OSULeaf,0.723140495867769
Cnn_100_none,OliveOil,0.133333333333333
cnn_100_all,OliveOil,0.4
Resnet_100_none,OliveOil,0.533333333333333
Resnet_100_all,OliveOil,0.4
Encoder_100_none,OliveOil,0.4
Encoder_100_all,OliveOil,0.4
Inception_100_none,OliveOil,0.4
Inception_100_all,OliveOil,0.4
Cnn_1000_none,OliveOil,0.8
Cnn_1000_all,OliveOil,0.4
Resnet_1000_none,OliveOil,0.9
Resnet_1000_all,OliveOil,0.4
Encoder_1000_none,OliveOil,0.766666666666667
Encoder_1000_all,OliveOil,0.4
Inception_1000_none,OliveOil,0.866666666666667
Inception_1000_all,OliveOil,0.433333333333333
Cnn_100_none,PhalangesOutlinesCorrect,0.805361305361305
cnn_100_all,PhalangesOutlinesCorrect,0.719114219114219
Resnet_100_none,PhalangesOutlinesCorrect,0.822843822843823
Resnet_100_all,PhalangesOutlinesCorrect,0.68997668997669
Encoder_100_none,PhalangesOutlinesCorrect,0.807692307692308
Encoder_100_all,PhalangesOutlinesCorrect,0.691142191142191
Inception_100_none,PhalangesOutlinesCorrect,0.811188811188811
Inception_100_all,PhalangesOutlinesCorrect,0.70979020979021
Cnn_1000_none,PhalangesOutlinesCorrect,0.824009324009324
Cnn_1000_all,PhalangesOutlinesCorrect,0.743589743589744
Resnet_1000_none,PhalangesOutlinesCorrect,0.832167832167832
Resnet_1000_all,PhalangesOutlinesCorrect,0.717948717948718
Encoder_1000_none,PhalangesOutlinesCorrect,0.82051282051282
Encoder_1000_all,PhalangesOutlinesCorrect,0.766899766899767
Inception_1000_none,PhalangesOutlinesCorrect,0.847319347319347
Inception_1000_all,PhalangesOutlinesCorrect,0.763403263403263
Cnn_100_none,Phoneme,0.314345991561181
cnn_100_all,Phoneme,0.192510548523207
Resnet_100_none,Phoneme,0.34915611814346
Resnet_100_all,Phoneme,0.237341772151899
Encoder_100_none,Phoneme,0.150316455696203
Encoder_100_all,Phoneme,0.174050632911392
Inception_100_none,Phoneme,0.328586497890295
Inception_100_all,Phoneme,0.185126582278481
Cnn_1000_none,Phoneme,0.306962025316456
Cnn_1000_all,Phoneme,0.232594936708861
Resnet_1000_none,Phoneme,0.331223628691983
Resnet_1000_all,Phoneme,0.264767932489451
Encoder_1000_none,Phoneme,0.12710970464135
Encoder_1000_all,Phoneme,0.180907172995781
Inception_1000_none,Phoneme,0.319092827004219
Inception_1000_all,Phoneme,0.244725738396624
Cnn_100_none,Plane,1
cnn_100_all,Plane,1
Resnet_100_none,Plane,1
Resnet_100_all,Plane,1
Encoder_100_none,Plane,0.99047619047619
Encoder_100_all,Plane,0.980952380952381
Inception_100_none,Plane,1
Inception_100_all,Plane,0.980952380952381
Cnn_1000_none,Plane,1
Cnn_1000_all,Plane,1
Resnet_1000_none,Plane,1
Resnet_1000_all,Plane,1
Encoder_1000_none,Plane,0.99047619047619
Encoder_1000_all,Plane,0.980952380952381
Inception_1000_none,Plane,1
Inception_1000_all,Plane,1
Cnn_100_none,ProximalPhalanxOutlineAgeGroup,0.873170731707317
cnn_100_all,ProximalPhalanxOutlineAgeGroup,0.834146341463415
Resnet_100_none,ProximalPhalanxOutlineAgeGroup,0.848780487804878
Resnet_100_all,ProximalPhalanxOutlineAgeGroup,0.839024390243902
Encoder_100_none,ProximalPhalanxOutlineAgeGroup,0.868292682926829
Encoder_100_all,ProximalPhalanxOutlineAgeGroup,0.863414634146341
Inception_100_none,ProximalPhalanxOutlineAgeGroup,0.84390243902439
Inception_100_all,ProximalPhalanxOutlineAgeGroup,0.839024390243902
Cnn_1000_none,ProximalPhalanxOutlineAgeGroup,0.829268292682927
Cnn_1000_all,ProximalPhalanxOutlineAgeGroup,0.834146341463415
Resnet_1000_none,ProximalPhalanxOutlineAgeGroup,0.853658536585366
Resnet_1000_all,ProximalPhalanxOutlineAgeGroup,0.84390243902439
Encoder_1000_none,ProximalPhalanxOutlineAgeGroup,0.839024390243902
Encoder_1000_all,ProximalPhalanxOutlineAgeGroup,0.848780487804878
Inception_1000_none,ProximalPhalanxOutlineAgeGroup,0.848780487804878
Inception_1000_all,ProximalPhalanxOutlineAgeGroup,0.858536585365854
Cnn_100_none,ProximalPhalanxOutlineCorrect,0.814432989690721
cnn_100_all,ProximalPhalanxOutlineCorrect,0.814432989690721
Resnet_100_none,ProximalPhalanxOutlineCorrect,0.920962199312715
Resnet_100_all,ProximalPhalanxOutlineCorrect,0.852233676975945
Encoder_100_none,ProximalPhalanxOutlineCorrect,0.914089347079038
Encoder_100_all,ProximalPhalanxOutlineCorrect,0.766323024054983
Inception_100_none,ProximalPhalanxOutlineCorrect,0.893470790378007
Inception_100_all,ProximalPhalanxOutlineCorrect,0.780068728522337
Cnn_1000_none,ProximalPhalanxOutlineCorrect,0.900343642611684
Cnn_1000_all,ProximalPhalanxOutlineCorrect,0.855670103092784
Resnet_1000_none,ProximalPhalanxOutlineCorrect,0.934707903780069
Resnet_1000_all,ProximalPhalanxOutlineCorrect,0.869415807560137
Encoder_1000_none,ProximalPhalanxOutlineCorrect,0.903780068728522
Encoder_1000_all,ProximalPhalanxOutlineCorrect,0.845360824742268
Inception_1000_none,ProximalPhalanxOutlineCorrect,0.920962199312715
Inception_1000_all,ProximalPhalanxOutlineCorrect,0.84192439862543
Cnn_100_none,ProximalPhalanxTW,0.819512195121951
cnn_100_all,ProximalPhalanxTW,0.814634146341463
Resnet_100_none,ProximalPhalanxTW,0.775609756097561
Resnet_100_all,ProximalPhalanxTW,0.790243902439024
Encoder_100_none,ProximalPhalanxTW,0.780487804878049
Encoder_100_all,ProximalPhalanxTW,0.785365853658537
Inception_100_none,ProximalPhalanxTW,0.609756097560976
Inception_100_all,ProximalPhalanxTW,0.765853658536585
Cnn_1000_none,ProximalPhalanxTW,0.765853658536585
Cnn_1000_all,ProximalPhalanxTW,0.785365853658537
Resnet_1000_none,ProximalPhalanxTW,0.8
Resnet_1000_all,ProximalPhalanxTW,0.814634146341463
Encoder_1000_none,ProximalPhalanxTW,0.780487804878049
Encoder_1000_all,ProximalPhalanxTW,0.726829268292683
Inception_1000_none,ProximalPhalanxTW,0.75609756097561
Inception_1000_all,ProximalPhalanxTW,0.795121951219512
Cnn_100_none,RefrigerationDevices,0.544
cnn_100_all,RefrigerationDevices,0.501333333333333
Resnet_100_none,RefrigerationDevices,0.528
Resnet_100_all,RefrigerationDevices,0.517333333333333
Encoder_100_none,RefrigerationDevices,0.408
Encoder_100_all,RefrigerationDevices,0.392
Inception_100_none,RefrigerationDevices,0.522666666666667
Inception_100_all,RefrigerationDevices,0.432
Cnn_1000_none,RefrigerationDevices,0.514666666666667
Cnn_1000_all,RefrigerationDevices,0.490666666666667
Resnet_1000_none,RefrigerationDevices,0.565333333333333
Resnet_1000_all,RefrigerationDevices,0.570666666666667
Encoder_1000_none,RefrigerationDevices,0.413333333333333
Encoder_1000_all,RefrigerationDevices,0.410666666666667
Inception_1000_none,RefrigerationDevices,0.482666666666667
Inception_1000_all,RefrigerationDevices,0.504
Cnn_100_none,ScreenType,0.621333333333333
cnn_100_all,ScreenType,0.490666666666667
Resnet_100_none,ScreenType,0.602666666666667
Resnet_100_all,ScreenType,0.538666666666667
Encoder_100_none,ScreenType,0.381333333333333
Encoder_100_all,ScreenType,0.338666666666667
Inception_100_none,ScreenType,0.621333333333333
Inception_100_all,ScreenType,0.4
Cnn_1000_none,ScreenType,0.642666666666667
Cnn_1000_all,ScreenType,0.536
Resnet_1000_none,ScreenType,0.608
Resnet_1000_all,ScreenType,0.592
Encoder_1000_none,ScreenType,0.357333333333333
Encoder_1000_all,ScreenType,0.370666666666667
Inception_1000_none,ScreenType,0.576
Inception_1000_all,ScreenType,0.418666666666667
Cnn_100_none,ShapeletSim,0.5
cnn_100_all,ShapeletSim,0.344444444444444
Resnet_100_none,ShapeletSim,0.877777777777778
Resnet_100_all,ShapeletSim,0.944444444444444
Encoder_100_none,ShapeletSim,0.483333333333333
Encoder_100_all,ShapeletSim,0.572222222222222
Inception_100_none,ShapeletSim,0.633333333333333
Inception_100_all,ShapeletSim,0.577777777777778
Cnn_1000_none,ShapeletSim,0.966666666666667
Cnn_1000_all,ShapeletSim,0.633333333333333
Resnet_1000_none,ShapeletSim,1
Resnet_1000_all,ShapeletSim,0.955555555555556
Encoder_1000_none,ShapeletSim,0.416666666666667
Encoder_1000_all,ShapeletSim,0.538888888888889
Inception_1000_none,ShapeletSim,0.944444444444444
Inception_1000_all,ShapeletSim,0.677777777777778
Cnn_100_none,ShapesAll,0.543333333333333
cnn_100_all,ShapesAll,0.645
Resnet_100_none,ShapesAll,0.906666666666667
Resnet_100_all,ShapesAll,0.598333333333333
Encoder_100_none,ShapesAll,0.711666666666667
Encoder_100_all,ShapesAll,0.671666666666667
Inception_100_none,ShapesAll,0.905
Inception_100_all,ShapesAll,0.618333333333333
Cnn_1000_none,ShapesAll,0.895
Cnn_1000_all,ShapesAll,0.756666666666667
Resnet_1000_none,ShapesAll,0.923333333333333
Resnet_1000_all,ShapesAll,0.713333333333333
Encoder_1000_none,ShapesAll,0.713333333333333
Encoder_1000_all,ShapesAll,0.696666666666667
Inception_1000_none,ShapesAll,0.916666666666667
Inception_1000_all,ShapesAll,0.766666666666667
